Name	NameEnglish	Subtype	MainCategory	Region	Description
ఫ్లోరెన్స్ కెథడ్రల్ (ఇటలీ)	ఫ్లోరెన్స్ కెథడ్రల్ (ఇటలీ)	PLACE	LANDMARK	South India	ఫ్లోరెన్స్ కెథడ్రల్ (ఇటలీ) is a place in Andhra Pradesh/Telangana
బడ్షాహీ మసీదు (లాహోర్)	బడ్షాహీ మసీదు (లాహోర్)	PLACE	LANDMARK	South India	బడ్షాహీ మసీదు (లాహోర్) is a place in Andhra Pradesh/Telangana
బాబ్ ఎల్ మందబ్	బాబ్ ఎల్ మందబ్	PLACE	LANDMARK	South India	బాబ్ ఎల్ మందబ్ is a place in Andhra Pradesh/Telangana
బుద్ధ గయ	బుద్ధ గయ	PLACE	LANDMARK	South India	బుద్ధ గయ is a place in Andhra Pradesh/Telangana
బులంద్ దర్వాజా	బులంద్ దర్వాజా	PLACE	LANDMARK	South India	బులంద్ దర్వాజా is a place in Andhra Pradesh/Telangana
బేలూర్ మఠం	బేలూర్ మఠం	PLACE	LANDMARK	South India	బేలూర్ మఠం is a place in Andhra Pradesh/Telangana
బొరోబుదూర్	బొరోబుదూర్	PLACE	LANDMARK	South India	బొరోబుదూర్ is a place in Andhra Pradesh/Telangana
మక్కా మసీదు (అల్-హరామ్ మసీదు)	మక్కా మసీదు (అల్-హరామ్ మసీదు)	PLACE	LANDMARK	South India	మక్కా మసీదు (అల్-హరామ్ మసీదు) is a place in Andhra Pradesh/Telangana
మచు పిచు	మచు పిచు	PLACE	LANDMARK	South India	మచు పిచు is a place in Andhra Pradesh/Telangana
మదీనా మసీదు (అల్-నబవీ మసీదు)	మదీనా మసీదు (అల్-నబవీ మసీదు)	PLACE	LANDMARK	South India	మదీనా మసీదు (అల్-నబవీ మసీదు) is a place in Andhra Pradesh/Telangana
మహాబలిపురం	మహాబలిపురం	PLACE	LANDMARK	South India	మహాబలిపురం is a place in Andhra Pradesh/Telangana
మాచు పిచు	మాచు పిచు	PLACE	LANDMARK	South India	మాచు పిచు is a place in Andhra Pradesh/Telangana
మాచు పిచుకు కోట (మధ్య ప్రదేశ్)	మాచు పిచుకు కోట (మధ్య ప్రదేశ్)	PLACE	LANDMARK	South India	మాచు పిచుకు కోట (మధ్య ప్రదేశ్) is a place in Andhra Pradesh/Telangana
మీనాక్షి అమ్మవారి దేవాలయం	మీనాక్షి అమ్మవారి దేవాలయం	PLACE	LANDMARK	South India	మీనాక్షి అమ్మవారి దేవాలయం is a place in Andhra Pradesh/Telangana
మీనార్ మసీదు (హైదరాబాద్)	మీనార్ మసీదు (హైదరాబాద్)	PLACE	LANDMARK	South India	మీనార్ మసీదు (హైదరాబాద్) is a place in Andhra Pradesh/Telangana
ముంబై సెయింట్ థామస్ కెథడ్రల్	ముంబై సెయింట్ థామస్ కెథడ్రల్	PLACE	LANDMARK	South India	ముంబై సెయింట్ థామస్ కెథడ్రల్ is a place in Andhra Pradesh/Telangana
మెసోపొటమియా రువిన్స్ (ఉరుక్, బాబిలోన్)	మెసోపొటమియా రువిన్స్ (ఉరుక్, బాబిలోన్)	PLACE	LANDMARK	South India	మెసోపొటమియా రువిన్స్ (ఉరుక్, బాబిలోన్) is a place in Andhra Pradesh/Telangana
మేహరాంగఢ్ ఫోర్ట్	మేహరాంగఢ్ ఫోర్ట్	PLACE	LANDMARK	South India	మేహరాంగఢ్ ఫోర్ట్ is a place in Andhra Pradesh/Telangana
మైసూర్ ప్యాలెస్	మైసూర్ ప్యాలెస్	PLACE	LANDMARK	South India	మైసూర్ ప్యాలెస్ is a place in Andhra Pradesh/Telangana
మొంటె ఆల్బాన్	మొంటె ఆల్బాన్	PLACE	LANDMARK	South India	మొంటె ఆల్బాన్ is a place in Andhra Pradesh/Telangana
మొహినుద్దీన్ మసీదు (అజ్మీర్)	మొహినుద్దీన్ మసీదు (అజ్మీర్)	PLACE	LANDMARK	South India	మొహినుద్దీన్ మసీదు (అజ్మీర్) is a place in Andhra Pradesh/Telangana
మొహెంజొదారో	మొహెంజొదారో	PLACE	LANDMARK	South India	మొహెంజొదారో is a place in Andhra Pradesh/Telangana
రెడ్ ఫోర్ట్ (ఆగ్రా)	రెడ్ ఫోర్ట్ (ఆగ్రా)	PLACE	LANDMARK	South India	రెడ్ ఫోర్ట్ (ఆగ్రా) is a place in Andhra Pradesh/Telangana
రెడ్ ఫోర్ట్ (ఢిల్లీ)	రెడ్ ఫోర్ట్ (ఢిల్లీ)	PLACE	LANDMARK	South India	రెడ్ ఫోర్ట్ (ఢిల్లీ) is a place in Andhra Pradesh/Telangana
లాల్ కోట	లాల్ కోట	PLACE	LANDMARK	South India	లాల్ కోట is a place in Andhra Pradesh/Telangana
వాల్ ఆఫ్ చైనా	వాల్ ఆఫ్ చైనా	PLACE	LANDMARK	South India	వాల్ ఆఫ్ చైనా is a place in Andhra Pradesh/Telangana
విక్టోరియా మెమోరియల్	విక్టోరియా మెమోరియల్	PLACE	LANDMARK	South India	విక్టోరియా మెమోరియల్ is a place in Andhra Pradesh/Telangana
విక్రమశిల విశ్వవిద్యాలయం	విక్రమశిల విశ్వవిద్యాలయం	PLACE	LANDMARK	South India	విక్రమశిల విశ్వవిద్యాలయం is a place in Andhra Pradesh/Telangana
విజయ స్తంభం (చిత్తోర్ గఢ్)	విజయ స్తంభం (చిత్తోర్ గఢ్)	PLACE	LANDMARK	South India	విజయ స్తంభం (చిత్తోర్ గఢ్) is a place in Andhra Pradesh/Telangana
వెనిస్ గ్రాండ్ కెనాల్	వెనిస్ గ్రాండ్ కెనాల్	PLACE	LANDMARK	South India	వెనిస్ గ్రాండ్ కెనాల్ is a place in Andhra Pradesh/Telangana
వెల్లోర్ క్రైస్తవ చర్చి	వెల్లోర్ క్రైస్తవ చర్చి	PLACE	LANDMARK	South India	వెల్లోర్ క్రైస్తవ చర్చి is a place in Andhra Pradesh/Telangana
వెస్ట్ మినిస్టర్ అబ్బే (లండన్)	వెస్ట్ మినిస్టర్ అబ్బే (లండన్)	PLACE	LANDMARK	South India	వెస్ట్ మినిస్టర్ అబ్బే (లండన్) is a place in Andhra Pradesh/Telangana
వేములవాడ భీమేశ్వర ఆలయం	వేములవాడ భీమేశ్వర ఆలయం	PLACE	LANDMARK	South India	వేములవాడ భీమేశ్వర ఆలయం is a place in Andhra Pradesh/Telangana
శ్రీశైలం	Srisailam	PLACE	LANDMARK	South India	శ్రీశైలం is a place in Andhra Pradesh/Telangana
షేక్ జాయెద్ మసీదు (అబుదాబి)	షేక్ జాయెద్ మసీదు (అబుదాబి)	PLACE	LANDMARK	South India	షేక్ జాయెద్ మసీదు (అబుదాబి) is a place in Andhra Pradesh/Telangana
సాంచి స్తూపం	సాంచి స్తూపం	PLACE	LANDMARK	South India	సాంచి స్తూపం is a place in Andhra Pradesh/Telangana
సాగ్రాడా ఫామిలియా (బార్సిలోనా)	సాగ్రాడా ఫామిలియా (బార్సిలోనా)	PLACE	LANDMARK	South India	సాగ్రాడా ఫామిలియా (బార్సిలోనా) is a place in Andhra Pradesh/Telangana
సారనాథ్	సారనాథ్	PLACE	LANDMARK	South India	సారనాథ్ is a place in Andhra Pradesh/Telangana
సిక్కింలోని గంగ్టోక్ మొనాస్టరీలు	సిక్కింలోని గంగ్టోక్ మొనాస్టరీలు	PLACE	LANDMARK	South India	సిక్కింలోని గంగ్టోక్ మొనాస్టరీలు is a place in Andhra Pradesh/Telangana
సిగిరియా	సిగిరియా	PLACE	LANDMARK	South India	సిగిరియా is a place in Andhra Pradesh/Telangana
సియాన్ టెరాకోట్ట సైనికులు	సియాన్ టెరాకోట్ట సైనికులు	PLACE	LANDMARK	South India	సియాన్ టెరాకోట్ట సైనికులు is a place in Andhra Pradesh/Telangana
సుల్తాన్ అహ్మద్ మసీదు (బ్లూ మసీదు, ఇస్తాంబుల్)	సుల్తాన్ అహ్మద్ మసీదు (బ్లూ మసీదు, ఇస్తాంబుల్)	PLACE	LANDMARK	South India	సుల్తాన్ అహ్మద్ మసీదు (బ్లూ మసీదు, ఇస్తాంబుల్) is a place in Andhra Pradesh/Telangana
సెయింట్ పాల్స్ కెథడ్రల్ (లండన్)	సెయింట్ పాల్స్ కెథడ్రల్ (లండన్)	PLACE	LANDMARK	South India	సెయింట్ పాల్స్ కెథడ్రల్ (లండన్) is a place in Andhra Pradesh/Telangana
సెయింట్ పీటర్స్ బసిలికా	సెయింట్ పీటర్స్ బసిలికా	PLACE	LANDMARK	South India	సెయింట్ పీటర్స్ బసిలికా is a place in Andhra Pradesh/Telangana
సెయింట్ పీటర్స్ బసిలికా (వాటికన్ సిటీ)	సెయింట్ పీటర్స్ బసిలికా (వాటికన్ సిటీ)	PLACE	LANDMARK	South India	సెయింట్ పీటర్స్ బసిలికా (వాటికన్ సిటీ) is a place in Andhra Pradesh/Telangana
సెయింట్ బసిల్స్ కెథడ్రల్ (మాస్కో)	సెయింట్ బసిల్స్ కెథడ్రల్ (మాస్కో)	PLACE	LANDMARK	South India	సెయింట్ బసిల్స్ కెథడ్రల్ (మాస్కో) is a place in Andhra Pradesh/Telangana
స్టేచ్యూ ఆఫ్ లిబర్టీ	స్టేచ్యూ ఆఫ్ లిబర్టీ	PLACE	LANDMARK	South India	స్టేచ్యూ ఆఫ్ లిబర్టీ is a place in Andhra Pradesh/Telangana
స్టోన్‌హెంజ్	స్టోన్‌హెంజ్	PLACE	LANDMARK	South India	స్టోన్‌హెంజ్ is a place in Andhra Pradesh/Telangana
స్ఫింక్స్	స్ఫింక్స్	PLACE	LANDMARK	South India	స్ఫింక్స్ is a place in Andhra Pradesh/Telangana
హంపి	Hampi	PLACE	LANDMARK	South India	హంపి is a place in Andhra Pradesh/Telangana
హజ్రత్ బాల్ మసీదు (శ్రీనగర్)	హజ్రత్ బాల్ మసీదు (శ్రీనగర్)	PLACE	LANDMARK	South India	హజ్రత్ బాల్ మసీదు (శ్రీనగర్) is a place in Andhra Pradesh/Telangana
హరప్పా	హరప్పా	PLACE	LANDMARK	South India	హరప్పా is a place in Andhra Pradesh/Telangana
హాగియా సోఫియా (ఇస్తాంబుల్)	హాగియా సోఫియా (ఇస్తాంబుల్)	PLACE	LANDMARK	South India	హాగియా సోఫియా (ఇస్తాంబుల్) is a place in Andhra Pradesh/Telangana
హావా మహల్	హావా మహల్	PLACE	LANDMARK	South India	హావా మహల్ is a place in Andhra Pradesh/Telangana
హేగియా సోఫియా	హేగియా సోఫియా	PLACE	LANDMARK	South India	హేగియా సోఫియా is a place in Andhra Pradesh/Telangana
అగర్తల	అగర్తల	CAPITAL	LOCATION	South India	అగర్తల is a capital in Andhra Pradesh/Telangana
అమరావతి	Amaravati	CAPITAL	LOCATION	South India	అమరావతి is a capital in Andhra Pradesh/Telangana
ఇంఫాల్	ఇంఫాల్	CAPITAL	LOCATION	South India	ఇంఫాల్ is a capital in Andhra Pradesh/Telangana
ఇటానగర్	ఇటానగర్	CAPITAL	LOCATION	South India	ఇటానగర్ is a capital in Andhra Pradesh/Telangana
ఐజావల్	ఐజావల్	CAPITAL	LOCATION	South India	ఐజావల్ is a capital in Andhra Pradesh/Telangana
కర్నూలు	Kurnool	CAPITAL	LOCATION	South India	కర్నూలు is a capital in Andhra Pradesh/Telangana
కవరత్తి	కవరత్తి	CAPITAL	LOCATION	South India	కవరత్తి is a capital in Andhra Pradesh/Telangana
కార్గిల్	కార్గిల్	CAPITAL	LOCATION	South India	కార్గిల్ is a capital in Andhra Pradesh/Telangana
కోల్‌కతా	కోల్‌కతా	CAPITAL	LOCATION	South India	కోల్‌కతా is a capital in Andhra Pradesh/Telangana
కోహిమా	కోహిమా	CAPITAL	LOCATION	South India	కోహిమా is a capital in Andhra Pradesh/Telangana
గంగ్‌టోక్	గంగ్‌టోక్	CAPITAL	LOCATION	South India	గంగ్‌టోక్ is a capital in Andhra Pradesh/Telangana
గాంధీనగర్	గాంధీనగర్	CAPITAL	LOCATION	South India	గాంధీనగర్ is a capital in Andhra Pradesh/Telangana
గైర్‌సైన్	గైర్‌సైన్	CAPITAL	LOCATION	South India	గైర్‌సైన్ is a capital in Andhra Pradesh/Telangana
చండీగఢ్	చండీగఢ్	CAPITAL	LOCATION	South India	చండీగఢ్ is a capital in Andhra Pradesh/Telangana
చెన్నై	చెన్నై	CAPITAL	LOCATION	South India	చెన్నై is a capital in Andhra Pradesh/Telangana
జమ్మూ	జమ్మూ	CAPITAL	LOCATION	South India	జమ్మూ is a capital in Andhra Pradesh/Telangana
జైపూర్	జైపూర్	CAPITAL	LOCATION	South India	జైపూర్ is a capital in Andhra Pradesh/Telangana
డెహ్రాడూన్	డెహ్రాడూన్	CAPITAL	LOCATION	South India	డెహ్రాడూన్ is a capital in Andhra Pradesh/Telangana
తిరువనంతపురం	తిరువనంతపురం	CAPITAL	LOCATION	South India	తిరువనంతపురం is a capital in Andhra Pradesh/Telangana
దమన్	దమన్	CAPITAL	LOCATION	South India	దమన్ is a capital in Andhra Pradesh/Telangana
దిస్పూర్	దిస్పూర్	CAPITAL	LOCATION	South India	దిస్పూర్ is a capital in Andhra Pradesh/Telangana
ధర్మశాల	ధర్మశాల	CAPITAL	LOCATION	South India	ధర్మశాల is a capital in Andhra Pradesh/Telangana
న్యూ ఢిల్లీ	న్యూ ఢిల్లీ	CAPITAL	LOCATION	South India	న్యూ ఢిల్లీ is a capital in Andhra Pradesh/Telangana
పణజి	పణజి	CAPITAL	LOCATION	South India	పణజి is a capital in Andhra Pradesh/Telangana
పాట్నా	పాట్నా	CAPITAL	LOCATION	South India	పాట్నా is a capital in Andhra Pradesh/Telangana
పుదుచ్చేరి	పుదుచ్చేరి	CAPITAL	LOCATION	South India	పుదుచ్చేరి is a capital in Andhra Pradesh/Telangana
పోర్ట్ బ్లెయర్	పోర్ట్ బ్లెయర్	CAPITAL	LOCATION	South India	పోర్ట్ బ్లెయర్ is a capital in Andhra Pradesh/Telangana
బెంగళూరు	బెంగళూరు	CAPITAL	LOCATION	South India	బెంగళూరు is a capital in Andhra Pradesh/Telangana
భువనేశ్వర్	భువనేశ్వర్	CAPITAL	LOCATION	South India	భువనేశ్వర్ is a capital in Andhra Pradesh/Telangana
భోపాల్	భోపాల్	CAPITAL	LOCATION	South India	భోపాల్ is a capital in Andhra Pradesh/Telangana
ముంబై	ముంబై	CAPITAL	LOCATION	South India	ముంబై is a capital in Andhra Pradesh/Telangana
రాంచీ	రాంచీ	CAPITAL	LOCATION	South India	రాంచీ is a capital in Andhra Pradesh/Telangana
రాయ్‌పూర్	రాయ్‌పూర్	CAPITAL	LOCATION	South India	రాయ్‌పూర్ is a capital in Andhra Pradesh/Telangana
లక్నో	లక్నో	CAPITAL	LOCATION	South India	లక్నో is a capital in Andhra Pradesh/Telangana
లెహ్	లెహ్	CAPITAL	LOCATION	South India	లెహ్ is a capital in Andhra Pradesh/Telangana
విశాఖపట్నం	Visakhapatnam	CAPITAL	LOCATION	South India	విశాఖపట్నం is a capital in Andhra Pradesh/Telangana
శిమ్లా	శిమ్లా	CAPITAL	LOCATION	South India	శిమ్లా is a capital in Andhra Pradesh/Telangana
శ్రీనగర్	శ్రీనగర్	CAPITAL	LOCATION	South India	శ్రీనగర్ is a capital in Andhra Pradesh/Telangana
షిల్లాంగ్	షిల్లాంగ్	CAPITAL	LOCATION	South India	షిల్లాంగ్ is a capital in Andhra Pradesh/Telangana
హైదరాబాద్	Hyderabad	CAPITAL	LOCATION	South India	హైదరాబాద్ is a capital in Andhra Pradesh/Telangana
అంకారా	అంకారా	CITY	LOCATION	Andhra Pradesh/Telangana	అంకారా is a city in Andhra Pradesh/Telangana
అండోరా లా వెల్లా	అండోరా లా వెల్లా	CITY	LOCATION	Andhra Pradesh/Telangana	అండోరా లా వెల్లా is a city in Andhra Pradesh/Telangana
అంతననారివో	అంతననారివో	CITY	LOCATION	Andhra Pradesh/Telangana	అంతననారివో is a city in Andhra Pradesh/Telangana
అకివీడు	అకివీడు	CITY	LOCATION	Andhra Pradesh/Telangana	అకివీడు is a city in Andhra Pradesh/Telangana
అక్రా	అక్రా	CITY	LOCATION	Andhra Pradesh/Telangana	అక్రా is a city in Andhra Pradesh/Telangana
అథెన్స్	అథెన్స్	CITY	LOCATION	Andhra Pradesh/Telangana	అథెన్స్ is a city in Andhra Pradesh/Telangana
అదోని	Adoni	CITY	LOCATION	Andhra Pradesh/Telangana	అదోని is a city in Andhra Pradesh/Telangana
అద్దిస్ అబాబా	అద్దిస్ అబాబా	CITY	LOCATION	Andhra Pradesh/Telangana	అద్దిస్ అబాబా is a city in Andhra Pradesh/Telangana
అనంతపురం	Anantapur	CITY	LOCATION	Andhra Pradesh/Telangana	అనంతపురం is a city in Andhra Pradesh/Telangana
అపియా	అపియా	CITY	LOCATION	Andhra Pradesh/Telangana	అపియా is a city in Andhra Pradesh/Telangana
అబు ధాబీ	అబు ధాబీ	CITY	LOCATION	Andhra Pradesh/Telangana	అబు ధాబీ is a city in Andhra Pradesh/Telangana
అబుజా	అబుజా	CITY	LOCATION	Andhra Pradesh/Telangana	అబుజా is a city in Andhra Pradesh/Telangana
అమలాపురం	అమలాపురం	CITY	LOCATION	Andhra Pradesh/Telangana	అమలాపురం is a city in Andhra Pradesh/Telangana
అమ్మాన్	అమ్మాన్	CITY	LOCATION	Andhra Pradesh/Telangana	అమ్మాన్ is a city in Andhra Pradesh/Telangana
అమ్స్టర్ డామ్	అమ్స్టర్ డామ్	CITY	LOCATION	Andhra Pradesh/Telangana	అమ్స్టర్ డామ్ is a city in Andhra Pradesh/Telangana
అల్జీర్స్	అల్జీర్స్	CITY	LOCATION	Andhra Pradesh/Telangana	అల్జీర్స్ is a city in Andhra Pradesh/Telangana
అవనిగడ్డ	అవనిగడ్డ	CITY	LOCATION	Andhra Pradesh/Telangana	అవనిగడ్డ is a city in Andhra Pradesh/Telangana
అష్గాబాత్	అష్గాబాత్	CITY	LOCATION	Andhra Pradesh/Telangana	అష్గాబాత్ is a city in Andhra Pradesh/Telangana
అసున్సియన్	అసున్సియన్	CITY	LOCATION	Andhra Pradesh/Telangana	అసున్సియన్ is a city in Andhra Pradesh/Telangana
అస్మారా	అస్మారా	CITY	LOCATION	Andhra Pradesh/Telangana	అస్మారా is a city in Andhra Pradesh/Telangana
ఇస్లామాబాద్	ఇస్లామాబాద్	CITY	LOCATION	Andhra Pradesh/Telangana	ఇస్లామాబాద్ is a city in Andhra Pradesh/Telangana
ఉలాన్ బాటర్	ఉలాన్ బాటర్	CITY	LOCATION	Andhra Pradesh/Telangana	ఉలాన్ బాటర్ is a city in Andhra Pradesh/Telangana
ఏథెన్స్	ఏథెన్స్	CITY	LOCATION	Andhra Pradesh/Telangana	ఏథెన్స్ is a city in Andhra Pradesh/Telangana
ఏలూరు	Eluru	CITY	LOCATION	Andhra Pradesh/Telangana	ఏలూరు is a city in Andhra Pradesh/Telangana
ఒంగోలు	ఒంగోలు	CITY	LOCATION	Andhra Pradesh/Telangana	ఒంగోలు is a city in Andhra Pradesh/Telangana
ఒట్టావా	ఒట్టావా	CITY	LOCATION	Andhra Pradesh/Telangana	ఒట్టావా is a city in Andhra Pradesh/Telangana
ఓంగోలు	Ongole	CITY	LOCATION	Andhra Pradesh/Telangana	ఓంగోలు is a city in Andhra Pradesh/Telangana
ఓస్లో	ఓస్లో	CITY	LOCATION	Andhra Pradesh/Telangana	ఓస్లో is a city in Andhra Pradesh/Telangana
కంపాలా	కంపాలా	CITY	LOCATION	Andhra Pradesh/Telangana	కంపాలా is a city in Andhra Pradesh/Telangana
కడప	Kadapa	CITY	LOCATION	Andhra Pradesh/Telangana	కడప is a city in Andhra Pradesh/Telangana
కరకాస్	కరకాస్	CITY	LOCATION	Andhra Pradesh/Telangana	కరకాస్ is a city in Andhra Pradesh/Telangana
కరీంనగర్	Karimnagar	CITY	LOCATION	Andhra Pradesh/Telangana	కరీంనగర్ is a city in Andhra Pradesh/Telangana
కలికిరి	కలికిరి	CITY	LOCATION	Andhra Pradesh/Telangana	కలికిరి is a city in Andhra Pradesh/Telangana
కాకినాడ	Kakinada	CITY	LOCATION	Andhra Pradesh/Telangana	కాకినాడ is a city in Andhra Pradesh/Telangana
కాట్రెగుంట	కాట్రెగుంట	CITY	LOCATION	Andhra Pradesh/Telangana	కాట్రెగుంట is a city in Andhra Pradesh/Telangana
కాథ్మాండు	కాథ్మాండు	CITY	LOCATION	Andhra Pradesh/Telangana	కాథ్మాండు is a city in Andhra Pradesh/Telangana
కాన్బెర్రా	కాన్బెర్రా	CITY	LOCATION	Andhra Pradesh/Telangana	కాన్బెర్రా is a city in Andhra Pradesh/Telangana
కాబుల్	కాబుల్	CITY	LOCATION	Andhra Pradesh/Telangana	కాబుల్ is a city in Andhra Pradesh/Telangana
కాస్ట్రీస్	కాస్ట్రీస్	CITY	LOCATION	Andhra Pradesh/Telangana	కాస్ట్రీస్ is a city in Andhra Pradesh/Telangana
కింగ్స్టన్	కింగ్స్టన్	CITY	LOCATION	Andhra Pradesh/Telangana	కింగ్స్టన్ is a city in Andhra Pradesh/Telangana
కిగాలి	కిగాలి	CITY	LOCATION	Andhra Pradesh/Telangana	కిగాలి is a city in Andhra Pradesh/Telangana
కిన్షాసా	కిన్షాసా	CITY	LOCATION	Andhra Pradesh/Telangana	కిన్షాసా is a city in Andhra Pradesh/Telangana
కీవ్	కీవ్	CITY	LOCATION	Andhra Pradesh/Telangana	కీవ్ is a city in Andhra Pradesh/Telangana
కురుపాం	కురుపాం	CITY	LOCATION	Andhra Pradesh/Telangana	కురుపాం is a city in Andhra Pradesh/Telangana
కువైట్ సిటీ	కువైట్ సిటీ	CITY	LOCATION	Andhra Pradesh/Telangana	కువైట్ సిటీ is a city in Andhra Pradesh/Telangana
కైరో	కైరో	CITY	LOCATION	Andhra Pradesh/Telangana	కైరో is a city in Andhra Pradesh/Telangana
కొండపాక	కొండపాక	CITY	LOCATION	Andhra Pradesh/Telangana	కొండపాక is a city in Andhra Pradesh/Telangana
కొత్తపేట	కొత్తపేట	CITY	LOCATION	Andhra Pradesh/Telangana	కొత్తపేట is a city in Andhra Pradesh/Telangana
కొనాక్రీ	కొనాక్రీ	CITY	LOCATION	Andhra Pradesh/Telangana	కొనాక్రీ is a city in Andhra Pradesh/Telangana
కొయిలకుంట్ల	కొయిలకుంట్ల	CITY	LOCATION	Andhra Pradesh/Telangana	కొయిలకుంట్ల is a city in Andhra Pradesh/Telangana
కొయ్యలగూడెం	కొయ్యలగూడెం	CITY	LOCATION	Andhra Pradesh/Telangana	కొయ్యలగూడెం is a city in Andhra Pradesh/Telangana
కొలంబో	కొలంబో	CITY	LOCATION	Andhra Pradesh/Telangana	కొలంబో is a city in Andhra Pradesh/Telangana
కొల్లిపాక	కొల్లిపాక	CITY	LOCATION	Andhra Pradesh/Telangana	కొల్లిపాక is a city in Andhra Pradesh/Telangana
కొల్లిపాలెం	కొల్లిపాలెం	CITY	LOCATION	Andhra Pradesh/Telangana	కొల్లిపాలెం is a city in Andhra Pradesh/Telangana
కొవ్వూరు	కొవ్వూరు	CITY	LOCATION	Andhra Pradesh/Telangana	కొవ్వూరు is a city in Andhra Pradesh/Telangana
కోటపాడు	కోటపాడు	CITY	LOCATION	Andhra Pradesh/Telangana	కోటపాడు is a city in Andhra Pradesh/Telangana
కోట్ల	కోట్ల	CITY	LOCATION	Andhra Pradesh/Telangana	కోట్ల is a city in Andhra Pradesh/Telangana
కోపెన్ హేగెన్	కోపెన్ హేగెన్	CITY	LOCATION	Andhra Pradesh/Telangana	కోపెన్ హేగెన్ is a city in Andhra Pradesh/Telangana
కోవూరు (నెల్లూరు)	కోవూరు (నెల్లూరు)	CITY	LOCATION	Andhra Pradesh/Telangana	కోవూరు (నెల్లూరు) is a city in Andhra Pradesh/Telangana
కౌలాలంపూర్	కౌలాలంపూర్	CITY	LOCATION	Andhra Pradesh/Telangana	కౌలాలంపూర్ is a city in Andhra Pradesh/Telangana
క్విటో	క్విటో	CITY	LOCATION	Andhra Pradesh/Telangana	క్విటో is a city in Andhra Pradesh/Telangana
ఖమ్మం	Khammam	CITY	LOCATION	Andhra Pradesh/Telangana	ఖమ్మం is a city in Andhra Pradesh/Telangana
ఖార్తూమ్	ఖార్తూమ్	CITY	LOCATION	Andhra Pradesh/Telangana	ఖార్తూమ్ is a city in Andhra Pradesh/Telangana
గాబొరోన్	గాబొరోన్	CITY	LOCATION	Andhra Pradesh/Telangana	గాబొరోన్ is a city in Andhra Pradesh/Telangana
గిటెగా	గిటెగా	CITY	LOCATION	Andhra Pradesh/Telangana	గిటెగా is a city in Andhra Pradesh/Telangana
గుంటూరు	Guntur	CITY	LOCATION	Andhra Pradesh/Telangana	గుంటూరు is a city in Andhra Pradesh/Telangana
గుడివాడ	గుడివాడ	CITY	LOCATION	Andhra Pradesh/Telangana	గుడివాడ is a city in Andhra Pradesh/Telangana
గోపాలపురం	గోపాలపురం	CITY	LOCATION	Andhra Pradesh/Telangana	గోపాలపురం is a city in Andhra Pradesh/Telangana
గ్వాటెమాలా సిటీ	గ్వాటెమాలా సిటీ	CITY	LOCATION	Andhra Pradesh/Telangana	గ్వాటెమాలా సిటీ is a city in Andhra Pradesh/Telangana
చింతలపూడి	చింతలపూడి	CITY	LOCATION	Andhra Pradesh/Telangana	చింతలపూడి is a city in Andhra Pradesh/Telangana
చిత్తూరు	Chittoor	CITY	LOCATION	Andhra Pradesh/Telangana	చిత్తూరు is a city in Andhra Pradesh/Telangana
చిలకలూరిపేట	చిలకలూరిపేట	CITY	LOCATION	Andhra Pradesh/Telangana	చిలకలూరిపేట is a city in Andhra Pradesh/Telangana
చిసినౌ	చిసినౌ	CITY	LOCATION	Andhra Pradesh/Telangana	చిసినౌ is a city in Andhra Pradesh/Telangana
చీడికాడ	చీడికాడ	CITY	LOCATION	Andhra Pradesh/Telangana	చీడికాడ is a city in Andhra Pradesh/Telangana
జంగారెడ్డిగూడెం	జంగారెడ్డిగూడెం	CITY	LOCATION	Andhra Pradesh/Telangana	జంగారెడ్డిగూడెం is a city in Andhra Pradesh/Telangana
జకార్తా	జకార్తా	CITY	LOCATION	Andhra Pradesh/Telangana	జకార్తా is a city in Andhra Pradesh/Telangana
జగ్రెబ్	జగ్రెబ్	CITY	LOCATION	Andhra Pradesh/Telangana	జగ్రెబ్ is a city in Andhra Pradesh/Telangana
జార్జి టౌన్	జార్జి టౌన్	CITY	LOCATION	Andhra Pradesh/Telangana	జార్జి టౌన్ is a city in Andhra Pradesh/Telangana
జిబౌటి	జిబౌటి	CITY	LOCATION	Andhra Pradesh/Telangana	జిబౌటి is a city in Andhra Pradesh/Telangana
జుబా	జుబా	CITY	LOCATION	Andhra Pradesh/Telangana	జుబా is a city in Andhra Pradesh/Telangana
జెరూసలెం	జెరూసలెం	CITY	LOCATION	Andhra Pradesh/Telangana	జెరూసలెం is a city in Andhra Pradesh/Telangana
టోక్యో	టోక్యో	CITY	LOCATION	Andhra Pradesh/Telangana	టోక్యో is a city in Andhra Pradesh/Telangana
డకార్	డకార్	CITY	LOCATION	Andhra Pradesh/Telangana	డకార్ is a city in Andhra Pradesh/Telangana
డబ్లిన్	డబ్లిన్	CITY	LOCATION	Andhra Pradesh/Telangana	డబ్లిన్ is a city in Andhra Pradesh/Telangana
డమాస్కస్	డమాస్కస్	CITY	LOCATION	Andhra Pradesh/Telangana	డమాస్కస్ is a city in Andhra Pradesh/Telangana
ఢాకా	ఢాకా	CITY	LOCATION	Andhra Pradesh/Telangana	ఢాకా is a city in Andhra Pradesh/Telangana
తణుకు	తణుకు	CITY	LOCATION	Andhra Pradesh/Telangana	తణుకు is a city in Andhra Pradesh/Telangana
తల్లిన్	తల్లిన్	CITY	LOCATION	Andhra Pradesh/Telangana	తల్లిన్ is a city in Andhra Pradesh/Telangana
